full_address,house_number,house_number_suffix,street_predirection,street_name,street_type,address_postdirection,city,state,zipcode,latitude,longitude,precinct_portion_id
250 N FIRST ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
126 W CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
406 APPIAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
212 DRY CREEK DR,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
441 E NORTH ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
350 COLDWATER RD,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
312 E MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
514 E ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1155 WESTMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
408 W MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
447 HUDDLE RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
460 MAPLE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAQ
425 HALEY AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
123 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
67 VALLEYBROOK ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
717 EAST ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
409 W MAPLE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
915 LYNNE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
108 DRY CREEK DR,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
123 BRADFORD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
241 E ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
302 E ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1140 BECCA LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
523 W MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
915 HALEY AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
207 W WABASH ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
305 JAY ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
914 HALEY AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
939 WALNUT ST,,,,,,,NEW BAVARIA,OH,43548,,,35-P-ABC
586 BECKLEE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
2437 GLEN ARBORS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
321 W MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
1454 OAKWOOD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
530 S EAST ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
847 STRONG ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1065 REYNOLDS ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
17870 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-AAP
455 S KEYSER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
416 CHERRY ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
279 PATRICIA AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
125 RAYMOND ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
420 W MAPLE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
270 PATRICIA AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
316 S WILHELM ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
305 COWEN ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
500 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
204 GRENWICH DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1367 LYNNE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
119 N LIND ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
540 FOURTH ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
119 N HENRY ST,,,,,,,MALINTA,OH,43535,,,35-P-AAY
1046 N PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
341 N KEYSER ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
30 BORDEAUX DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
713 DAGGETT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1031 HIGHLAND AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
735 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
550 UNION ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
206 LAGRANGE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
435 COWEN ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
303 N GREENLER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
112 N VINE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1040 CHESTERFIELD DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
2593 US HIGHWAY 6,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
187 THOMAS AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
105 BRIARCLIFF ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
735 PARK ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
228 N UPTON ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
960 WESTCHESTER AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
560 BUCKEYE LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
105 WESTWOOD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
154 BRADFORD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
216 SYCAMORE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
1060 BECCA LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
330 W ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
119 BRADFORD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
512 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
2417 GLEN ARBORS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
830 1/2 MONROE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
305 E HIGH ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
855 WESTMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
853 W GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
215 GARDEN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
212 N KEYSER ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
185 DEROME DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
313 APPIAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1017 W PATRIOT DR,,,,,,,DESHLER,OH,43516,,,35-P-AAL
327 N ASH ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
300 BRIARCLIFF DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
1412 OAKWOOD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
300 PATRICIA AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
420 WELSTED ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
58 SUNNYDALE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
115 SHEFFIELD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
650 1/2 WELSTED ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
325 CLEVELAND ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
990 LYNNE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
619 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
230 CHURCH ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
106 PLUM ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
415 S SQUIRE ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
207 MAIN ST,,,,,,,MALINTA,OH,43535,,,35-P-AAY
647 FIRST ST,,,,,,,RIDGEVILLE CORNERS,OH,43555,,,35-P-ABE
610 MAIN ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
652 BRIARHEATH AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
16 SUTHERLAND AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1488 TAYLOR DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
750 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
335 E MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
952 WESTMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1032 HIGHLAND AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
1041 REYNOLDS ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
210 CHICAGO AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
1018 DODD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
320 N LIND ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
112 WAYNE PARK DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
108 JAHNS RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
1145 KENILWORTH AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
410 MAIN ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
549 EUCLID AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
409 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
117 E CHERRY ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
1036 WOODLAWN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
230 SOUTH ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
60 VINCENNES DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
208 BRIARCLIFF ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
119 KLINE AVE,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
423 E MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
424 N GREENLER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
205 COWEN ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
604 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
380 N HARMONY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
609 FIRST ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
810 E GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
160 DEROME DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
130 CHURCH ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
106 HOLLY HILL DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
662 BRIARHEATH AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
265 REED ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
623 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
640 BUCKEYE LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
917 DAGGETT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
120 WESTWOOD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
403 E MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
828 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1025 STEVENSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
130 E BARNES AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1203 DETROIT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
939 HALEY AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
140 WAYNE PARK DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
650 APPIAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
261 N FIRST ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
473 INDEPENDENCE CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
65 LAFAYETTE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
425 W MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
17089 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-ABB
709 FIRST ST,,,,,,,RIDGEVILLE CORNERS,OH,43555,,,35-P-ABE
2493 GLEN ARBORS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
130 WAYNE PARK DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
216 THOMAS AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
416 E WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
511 VINE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
247 N FIRST ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
855 KENILWORTH AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
1126 WESTCHESTER AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
654 APPIAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
519 FOURTH ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
415 CAMBRIDGE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
549 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
111 HIGH ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
331 E MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
424 N LIND ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
534 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
229 N VINE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
1160 OHIO ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
551 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
204 APPIAN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
60 SUNNYDALE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
316 CHERRY ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
2431 GLEN ARBORS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
304 W SCHOOL ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
711 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
126 BRADFORD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
193 THOMAS AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
502 S WILHELM ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
15 LEMANS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
214 PONTIOUS PL,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
304 CHERRY ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
275 E NORTH ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
2544 GLEN ARBORS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
206 MARY ANN ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
605 N ASH ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
324 MARION AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
564 BECKLEE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1045 WESTCHESTER AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
926 W GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
715 S EAST ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
118 S HENRY ST,,,,,,,MALINTA,OH,43535,,,35-P-AAY
211 DEPOT ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
833 W GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
494 HUDDLE RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
276 PATRICIA AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1225 WOODLAWN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
411 N EAST ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
527 AVON PL,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
689 RAILROAD ST,,,,,,,NEW BAVARIA,OH,43548,,,35-P-ABC
502 SYCAMORE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
909 1/2 WOODLAWN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
260 ORCHARD LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
103 S DAMASCUS ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
706 PARK ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
414 W CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
565 ROHM DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
1108 W RIVERVIEW AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
630 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
416 RAILWAY AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
222 YEAGER ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
326 S PINE ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
86 CEDARBROOK AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
150 W HENRY ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
255 W NORTH ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
1122 BALES RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
22015 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-ABE
207 N TURKEYFOOT AVE,,,,,,,MALINTA,OH,43535,,,35-P-AAY
918 N PARK ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
617 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
227 YEAGER ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
909 WOODLAWN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
413 E MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
17169 US HIGHWAY 6,,,,,,,NAPOLEON,OH,43545,,,35-P-ABB
527 EUCLID AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
697 THIRD ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-ABF
550 BUCKEYE LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
321 ANN ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
712 S PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1050 KENILWORTH AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
980 CHESTERFIELD DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
204 N GREENLER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
441 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
215 E FRONT ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
24703 US HIGHWAY 6,,,,,,,STRYKER,OH,43557,,,35-P-ABE
403 BROWNELL ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
415 HUBBARD ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
701 FIRST ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
535 BUCKEYE LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
1037 STEVENSON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
1728 W RIVERVIEW AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
4 MARTHA LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
929 W GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
326 UNION ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
250 ORCHARD LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
530 MAIN ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
201 W SCHOOL ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
852 WELSTED ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
93 CEDARBROOK AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
911 WELSTED ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
929 PARK ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
825 STRONG ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
253 JAHNS RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
1425 OAKDALE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
410 E MAPLE ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
409 EAST ST,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-AAV
602 S KEYSER ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
515 S WILHELM ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
330 UNION ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
109 1/2 DODD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
213 THOMAS AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
402 E MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
665 BUCKEYE LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
189 DEROME DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
224 S KEYSER ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
322 N KEYSER ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
240 W MAIN ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
671 RAILROAD ST,,,,,,,NEW BAVARIA,OH,43548,,,35-P-ABC
10815 HENRY LUCAS CO RD,,,,,,,GRAND RAPIDS,OH,43522,,,35-P-ABF
25 SUTHERLAND AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1307 WOODLAWN AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
70 LAFAYETTE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
590 CAMBRIDGE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
43 SUTHERLAND AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
2528 GLEN ARBORS DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
819 W WASHINGTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
945 LYNNE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
14 PARK CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
222 ELM ST,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
40 VINCENNES DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
125 E ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
521 CATHERINE DR,,,,,,,LIBERTY CENTER,OH,43532,,,35-P-ABF
1045 WILLARD ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
933 W GRACEWAY DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
417 W ELM ST,,,,,,,DESHLER,OH,43516,,,35-P-AAL
400 HUBBARD ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
20357 US HIGHWAY 6,,,,,,,RIDGEVILLE CORNERS,OH,43555,,,35-P-ABE
684 RAILROAD ST,,,,,,,NEW BAVARIA,OH,43548,,,35-P-ABC
204 S TURKEYFOOT AVE,,,,,,,MALINTA,OH,43535,,,35-P-AAY
810 WESTMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
601 FIRST ST,,,,,,,RIDGEVILLE CORNERS,OH,43555,,,35-P-ABE
51 SUNNYDALE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
1235 GLENWOOD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
711 WELSTED ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
680 W RIVERVIEW AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
530 W CLINTON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
240 ORCHARD LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
107 HOLLY HILL DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
209 CHICAGO AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
545 W NORTH ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
510 HALEY AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
436 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
370 FIFTH ST,,,,,,,MCCLURE,OH,43534,,,35-P-AAK
310 BELTON ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
1136 WESTMONT AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
160 BRADFORD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
321 CAREY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAB
433 E MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
625 ARDEN CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
175 GLENBROOK CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
102 E SCHOOL ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAO
220 FRAZIER AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
220 MEEKISON ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
1140 CHESTERFIELD DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
1310 LAGRANGE ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
333 BROWNELL ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
204 W MAUMEE AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
122 FRAZIER AVE,,,,,,,HOLGATE,OH,43527,,,35-P-AAS
813 W MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
3 LAKEVIEW DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
20 LAFAYETTE DR,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
455 JAHNS RD,,,,,,,NAPOLEON,OH,43545,,,35-P-AAI
985 KENILWORTH AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAC
117 N TURKEYFOOT AVE,,,,,,,MALINTA,OH,43535,,,35-P-AAY
385 INDEPENDENCE CT,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
717 FIRST ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
204 E MAIN ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAA
533 MARION ST,,,,,,,HAMLER,OH,43524,,,35-P-AAW
337 MAUMEE LN,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
912 S PERRY ST,,,,,,,NAPOLEON,OH,43545,,,35-P-AAH
156 BRADFORD AVE,,,,,,,NAPOLEON,OH,43545,,,35-P-AAE
